ano;trimestre;categoria;tipo;cnpj;instituicao_financeira;indice;qtd_reclamacoes_reguladas_procedentes;qtd_reclamacoes_reguladas_outras;qtd_reclamacoes_nao_reguladas;qtd_total_reclamacoes;qtd_total_clientes_ccs_e_scr;qtd_clientes_ccs;qtd_clientes_scr
2021;1;Grupo Secundrio;Conglomerado; ;ABC-BRASIL (conglomerado); ;2;3;4;9;26230;24698;3810
2021;1;Grupo Secundrio;Conglomerado; ;AGIBANK (conglomerado);54,79;58;140;73;271;1058431;790848;693843
2021;1;Grupo Secundrio;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRDITO, FINANCIAMENTO E INVESTIMENTO; ;3;3;0;6;420692;129;420563
2021;1;Grupo Secundrio;Banco/financeira;27214112;AL5 S.A. CRDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;0;2;12645;4979;10112
2021;1;Grupo Secundrio;Conglomerado; ;ALFA (conglomerado); ;14;44;15;73;412135;268186;145105
2021;1;Grupo Secundrio;Conglomerado; ;ANDBANK (conglomerado); ;0;2;1;3;4383;4382;52
2021;1;Grupo Secundrio;Banco/financeira;03532415;BANCO ABN AMRO S.A.; ;0;0;3;3;98;71;31
2021;1;Grupo Secundrio;Banco/financeira;54403563;BANCO ARBI S.A.; ;1;0;0;1;18087;9312;8838
2021;1;Grupo Secundrio;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;0;1;2;3;28352;1238;27399
2021;1;Grupo Secundrio;Banco/financeira;08357240;BANCO CSF S.A.;22,53;165;94;51;310;7322283; ;7322283
2021;1;Grupo Secundrio;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;4;1;7;12;540684;459756;194221
2021;1;Grupo Secundrio;Banco/financeira;10690848;BANCO DA CHINA BRASIL S.A.; ;0;1;0;1;469;452;32
2021;1;Grupo Secundrio;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;0;1;0;1;36713;3;36711
2021;1;Grupo Secundrio;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;484,31;143;36;54;233;295260;168966;177621
2021;1;Grupo Secundrio;Banco/financeira;27098060;BANCO DIGIO S.A.;25,71;40;100;64;204;1555646;594244;1515429
2021;1;Grupo Secundrio;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;11;25;9;45;1066464;834281;599884
2021;1;Grupo Secundrio;Banco/financeira;04913711;BANCO DO ESTADO DO PAR S.A.;46,20;39;10;12;61;844056;758236;347013
2021;1;Grupo Secundrio;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;19;8;20;47;8512373;7928582;3161435
2021;1;Grupo Secundrio;Banco/financeira;58616418;BANCO FIBRA S.A.; ;1;2;2;5;163619;3832;160325
2021;1;Grupo Secundrio;Banco/financeira;62237425;BANCO FIDIS S/A; ;0;2;0;2;6907;185;6739
2021;1;Grupo Secundrio;Banco/financeira;04866275;BANCO INBURSA S.A.; ;1;5;1;7;12367;12;12357
2021;1;Grupo Secundrio;Banco/financeira;91884981;BANCO JOHN DEERE S.A.; ;0;1;0;1;15036;254;14848
2021;1;Grupo Secundrio;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S.A.; ;0;1;0;1;10071;4711;5719
2021;1;Grupo Secundrio;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;0;1;0;1;42561;40252;2342
2021;1;Grupo Secundrio;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;0;0;1;1;26002;7898;18366
2021;1;Grupo Secundrio;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;4;0;1;5;290731;2996;287950
2021;1;Grupo Secundrio;Banco/financeira;11970623;BANCO SENFF S.A.; ;8;12;2;22;77251;106;77156
2021;1;Grupo Secundrio;Banco/financeira;07679404;BANCO TOPZIO S.A.; ;1;4;1;6;35261;16292;21125
2021;1;Grupo Secundrio;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;0;0;1;1;164435;15283;150113
2021;1;Grupo Secundrio;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;3;8;16;27;1953437;248674;1790932
2021;1;Grupo Secundrio;Banco/financeira;57839805;BANCO TRICURY S.A.; ;0;1;1;2;685;666;149
2021;1;Grupo Secundrio;Conglomerado; ;BANCOOB (conglomerado); ;19;31;18;68;4576738;2242360;2872105
2021;1;Grupo Secundrio;Conglomerado; ;BANESTES (conglomerado); ;21;22;5;48;1232727;1181686;473114
2021;1;Grupo Secundrio;Conglomerado; ;BANRISUL (conglomerado);24,99;127;349;60;536;5080031;3756328;3950764
2021;1;Grupo Secundrio;Conglomerado; ;BARIGUI (conglomerado); ;7;15;26;48;42559;15683;29761
2021;1;Top 10;Conglomerado; ;BB (conglomerado);21,25;1463;2782;2225;6470;68844801;65031349;30167056
2021;1;Grupo Secundrio;Conglomerado; ;BMG (conglomerado);165,20;1190;644;251;2085;7202992;3421046;5072090
2021;1;Grupo Secundrio;Conglomerado; ;BNP PARIBAS (conglomerado);181,98;447;250;90;787;2456247;12581;2444170
2021;1;Grupo Secundrio;Conglomerado; ;BNY MELLON (conglomerado); ;0;0;1;1;3744;3744; 
2021;1;Top 10;Conglomerado; ;BRADESCO (conglomerado);22,78;2248;3913;2591;8752;98648524;89718703;43974719
2021;1;Grupo Secundrio;Conglomerado; ;BRB (conglomerado);107,93;120;149;140;409;1111807;999840;498848
2021;1;Grupo Secundrio;Conglomerado; ;BTG PACTUAL (conglomerado); ;29;44;60;133;766998;679113;147461
2021;1;Grupo Secundrio;Conglomerado; ;C6 BANK (conglomerado);979,53;5940;598;207;6745;6064085;5139889;1748590
2021;1;Top 10;Conglomerado; ;CAIXA ECONMICA FEDERAL (conglomerado);36,20;5263;6341;4920;16524;145367310;143826538;22933543
2021;1;Grupo Secundrio;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;1;4;71736;65584;11640
2021;1;Grupo Secundrio;Conglomerado; ;CCB (conglomerado); ;10;126;15;151;224649;3762;221472
2021;1;Grupo Secundrio;Conglomerado; ;CITIBANK (conglomerado); ;1;11;2;14;17612;16889;1620
2021;1;Grupo Secundrio;Conglomerado; ;COLOMBO (conglomerado); ;0;3;1;4;331101; ;331101
2021;1;Grupo Secundrio;Conglomerado; ;CREFISA (conglomerado); ;25;184;52;261;2255383;1184391;1562138
2021;1;Grupo Secundrio;Conglomerado; ;DAYCOVAL (conglomerado);274,48;331;400;113;844;1205882;138048;1094686
2021;1;Grupo Secundrio;Banco/financeira;62331228;DEUTSCHE BANK S.A. - BANCO ALEMAO; ;0;1;0;1;2112;2093;164
2021;1;Grupo Secundrio;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRDITO FINANCIAMENTO E INVESTIMENTO;620,55;70;151;3;224;112802;664;112141
2021;1;Grupo Secundrio;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;87041;1715;85381
2021;1;Grupo Secundrio;Conglomerado; ;FINAXIS (conglomerado); ;0;1;0;1;4066;4066; 
2021;1;Grupo Secundrio;Conglomerado; ;GENIAL (conglomerado); ;5;3;2;10;16008;16003;35
2021;1;Grupo Secundrio;Conglomerado; ;GM (conglomerado); ;5;14;23;42;309105;473;308711
2021;1;Grupo Secundrio;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);105,42;82;162;83;327;777801;771754;17097
2021;1;Grupo Secundrio;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1;4;4;9;439232;570;438672
2021;1;Grupo Secundrio;Conglomerado; ;HERVAL - HS (conglomerado); ;3;7;0;10;213321;13314;202222
2021;1;Grupo Secundrio;Conglomerado; ;HONDA (conglomerado); ;0;3;6;9;443975;101;443942
2021;1;Grupo Secundrio;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;17;22;7;46;65443;4487;61782
2021;1;Grupo Secundrio;Conglomerado; ;INDUSVAL (conglomerado); ;1;0;3;4;5298;4796;785
2021;1;Top 10;Conglomerado; ;INTER (conglomerado);129,26;1245;582;362;2189;9631304;9500388;1557039
2021;1;Top 10;Conglomerado; ;ITAU (conglomerado);19,72;1636;3086;2156;6878;82955510;63980098;49391035
2021;1;Grupo Secundrio;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;2;3;7;49879; ;49879
2021;1;Grupo Secundrio;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;1;0;1;3931;3914;129
2021;1;Grupo Secundrio;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;4;4; 
2021;1;Grupo Secundrio;Conglomerado; ;LECCA (conglomerado); ;3;3;1;7;26060;418;25643
2021;1;Grupo Secundrio;Conglomerado; ;MXIMA (conglomerado);568,89;57;44;18;119;100194;4444;95896
